Task,Test,VerbalDescription,Rule_correct,Rule_correct_label
CompleteShape2.json,3,Use the same size grid as in the input. Use the same colours as well. Fill in both the row that has the pink squares in and the column with the pink squares in pink.,-3.0,Literal
CompleteShape2.json,3,There should be 2 dotted lines one horizontal and one vertical. Fill in the lines with the colour used for each respective line. If the lines are different colours make sure at the intersection that the horizontal lines colour is used,1.0,Correct - Intended
CompleteShape2.json,3,Keep the grid size the same. Keep the color the same. Fill in the missing square with the same color to make a full row. The horizonal line should all be the same color. ,1.0,Correct - Intended
CompleteShape2.json,3,Use the same size grid. Transpose the original image but instead making the dashed lines solid lines stretching from edge to edge with the horizontal line overlapping the vertical line.,1.0,Correct - Intended
CompleteShape2.json,3,"adjust your grid to the size of the first and topmost color,and fill it with the same color",0.0,Incorrect
CompleteShape3.json,1,"hit the copy input button
complete the edge of the rectangle with the same color as the input",1.0,Correct - Intended
CompleteShape3.json,1,"There will be an incomplete coloured rectangular outline, with many holes in it. WIth the same colours and grid dimensions, recreate the rectangular outline without these holes. Full lines. ",1.0,Correct - Intended
CompleteShape3.json,1,Keep the color and grid the same. Fill in the missing blocks with the same color to create a object. This could be a rectangle or square.,1.0,Correct - Intended
CompleteShape3.json,1,"Using the same size grid as the input, complete any missings blocks to form an unbroken outline of a shape (using the same colour as the outline blocks already present)",1.0,Correct - Intended
CompleteShape3.json,1,Copy the pattern and cell dimensions from the example and simply fill in all the black squares that make the border / sqaure broken. you will end up with a one square deep unbroken border.,1.0,Correct - Intended
CompleteShape3.json,1,"Copy the grid size, draw the outline of the shape, filling in any blank spaces to that there is a fully solid outline with no gaps",1.0,Correct - Intended
CompleteShape3.json,1,"Copy from input and then finish the rectangle sides in the same colour as the shape, (orange), DO NOT fill in the middle of the shape, keep it black.",1.0,Correct - Intended
CompleteShape3.json,1,"Using the shape on the left, use that same colour to complete the edges so you have a continuous edge to your rectangle",1.0,Correct - Intended
CompleteShape3.json,2,"you would copy from input and make a square out of what is there.or a rectangle, so 4 straight lines that are all connected into a box shape.",1.0,Correct - Intended
CompleteShape3.json,2,"In the example, you will see the makings of a shape. Copy the grid from the example and finish the shape without changing size, color, or location.",1.0,Correct - Intended
CompleteShape3.json,2,Make the grid the same size as the original grid and connect the blocks to make a rectangle using the same colors.,1.0,Correct - Intended
CompleteShape3.json,2,Keep the grid the same size.  Fill in the gaps of the rectangle using the same colour throughout.,1.0,Correct - Intended
CompleteShape3.json,2,"Resize the grid to the same grid size the input is given on. Then, place squares with the same colour at the vertices of the corners of the incomplete shape presented on the output grid. Then, make a complete line to make either a square or rectangle.",1.0,Correct - Intended
CompleteShape3.json,2,Copy from input and fill in the missing black squares to create a one square wide frame of the same color . Just fill it in,1.0,Correct - Intended
CompleteShape3.json,3,all square type same square box,-2.0,Unclear
CompleteShape3.json,3,Copy the grid size and image from the original keeping the same colour scheme. The original pattern is incomplete. Complete the rectangular pattern filling in the missing areas to complete the rectangle. ,1.0,Correct - Intended
CompleteShape3.json,3,Set grid to 11 by 16. Move object into the same positions in the new grid using the same color. Connect the dots to create a rectangle. Do not fill the inside of the rectangle. ,1.0,Correct - Intended
CompleteShape3.json,3,just copy input and fill out the rest of the lines so it finishes creating the shape ,1.0,Correct - Intended
CompleteShape3.json,3,change the grid size to 11 by 14. then complete the shape that's outlined with the same colour blocks,1.0,Correct - Intended
CompleteShape3.json,3,"The input will contain a bunch of dots that form a very rough outline of a rectangular shape. Fill in the edges of this rectangular shape with the same color of the dots, such that all of the dots are connected on the edges of this rectangular shape. Your output will be the same size as your input.",1.0,Correct - Intended
CompleteShape4.json,1,"Use the same size grid as the input.. In your answers, at every intersection where blocks overlap, the vertical color block must overlap the horizontal color block. Keep all colors the same except the overlapping block which must have the same color as the vertical blocks",0.0,Incorrect
CompleteShape4.json,2,Resize the grid to the same size as the image. On the top and bottom rows fill all spaces inside of the two vertical lines with the same color as the vertical lines. Do not transfer the vertical lines to the new image.,1.0,Correct - Intended
CompleteShape4.json,2,copy the example shape and grid over from the input and the add in coloured blocks to complete the remaining two sides of the rectangle then delete the original two lines from the input,1.0,Correct - Intended
CompleteShape4.json,2,"Resize the grid to the same size as input, draw lines that, when added to the input shown, would form a rectangle. Use the same colour as shown.",1.0,Correct - Intended
CompleteShape4.json,3,"You will see two colored lines. Copy the grid as show in the example. Then color the points in the grid that would turn the two lines into a square or rectangle and then get rid of the original lines, leaving you with only the two new lines, same color as the original.",1.0,Correct - Intended
CompleteShape4.json,3,"There are two parallel lines in the input box. Create two new lines of the same color by filling in the blank boxes between the outermost squares of the two lines. Then turn all of the original colored lines black.
",1.0,Correct - Intended
CompleteShape5.json,1,Resize to fit the input grid size.  Then replicate the entire image on your grid using the same colors.  Next you want to make each L shape into a 2X2 square by filling in the missing square with the opposite square color that is shown on the grid.  So if the first L shape has 3 yellow squares filled in and then the other color on the grid is green you want to make that extra square green.  You should have 4 squares that are 2X2 when you're done.  Each 2X2 should have 3 squares that are the same color (i.e. yellow) and the fourth square should be the other color that's on the input grid.  ,1.0,Correct - Intended
CompleteShape5.json,1,"Use the same grid size as in the input. There will be ""L"" shaped objects that are either green or yellow. Simply, add an additional square to those ""L"" shapes objects creating a square object using the other color. So, if there's is a Yellow L shape object, add a green square. If there is a Green L shape object, add a yellow square.",1.0,Correct - Intended
CompleteShape5.json,1,"Using the same grid size as the sample, reproduce the grids in the same colors as the sample. Then turn each set of three-celled yellow-colored shapes into a square by adding a green cell in the empty cell in order to complete the square. Also turn each set of three-celled green-colored shapes into a square by adding a yellow cell in the adjacent empty cell in order to complete the square.",1.0,Correct - Intended
CompleteShape5.json,1,"Replicate the input (same grid size, same objects). Extend these objects to squares using a different colour, specifically: if the object is green, use yellow; if the object is yellow, use green.",1.0,Correct - Intended
CompleteShape5.json,1,"Using the same grid size, fill in the gaps of these L shapes to create 2x2 squares. Use green to fill in the gap of the yellow Ls and use yellow to fill in the gap of the green Ls.",1.0,Correct - Intended
CompleteShape5.json,1,"The rule is that you are going to make all 4 objects that were originally on the grid into square shapes (2x2), using the opposite color (so if the 3 original squares were green, you are going to use a yellow square to complete that square shape and if the 3 original squares were yellow, use a green square to complete it). You should have 4 multi-colored squares when complete.",1.0,Correct - Intended
CompleteShape5.json,1,"You should see various green and yellow L shapes in the input. Use the same grid size as the input. You should copy over each of these L shapes exactly, and then fill them in to make squares with the OPPOSITE colour - for example, if you have a green L, you should fill the remaining square in yellow so that you have a cube shape. Do this for each of the L shapes.",1.0,Correct - Intended
CompleteShape5.json,2,LANDSCAPPING COLOR CHANGE,-2.0,Unclear
CompleteShape5.json,2,Copy from input and then use the yellow square to make blocks.,-3.0,Literal
CompleteShape5.json,2,Keep grid and colors the same . Duplicate shapes on the left . After that fill in with a YELLOW cube to create a box . you should have multiple green and yellow SQUARE boxes .,-3.0,Literal
CompleteShape5.json,2,"Copy from input and then fill in the corner of each green shape yellow, thus making multiple green squares that have 1 yellow corner.",-3.0,Literal
CompleteShape5.json,2,"On a 10 x 10 board, you're presented with L shaped quadrants in green and yellow. The rule to solve this board is to fill in the missing space to make these shapes square using the opposite color. I.E. 3 greens and 1 yellow in a 2 x 2 square or 1 green and 3 yellows in a 2 x 2 square",1.0,Correct - Intended
CompleteShape5.json,2,,-1.0,Nonresponsive
CompleteShape5.json,3,Complete each square with a block of the opposing color.,1.0,Correct - Intended
CompleteShape5.json,3,Resize to the same size as the image. Transfer the image to the new image grid. Use green on black spots next to the yellow that makes the yellow plus green into a 2 by 2 square. There should be one green spot per every 2 by 2 square.,-3.0,Literal
CompleteShape5.json,3,"Complete the squares by using a yellow or green color, which ever is the opposite of the first 3, to make a 2x2 square.",1.0,Correct - Intended
CompleteShape5.json,3,Same grid. Choose green and complete the squares by adding the fourth piece for each.,-3.0,Literal
CompleteShape5.json,3,"Keep the grid size the same. transfer over the same colours and shapes as in the test grid and then add opposite colours (green if shape is yellow, yellow if shape is green to create coloured 2x2 squares",1.0,Correct - Intended
CompleteShape6.json,1,I USED THE SAME INPUT GRID AND LATER I CHANGED THE SIZE OF THE SQUARE,-2.0,Unclear
CompleteShape6.json,1,Adjust the grid to six by six. There will be two uneven shapes in different colors. Keep their starting locations the same. Extend the colors so that the shortest part goes exactly the same distance as the longest part.,1.0,Correct - Intended
CompleteShape6.json,1,Fill in the shapes so they become full rectangles or squares,1.0,Correct - Intended
CompleteShape6.json,1,"Copy test grid, and in order to turn each of the shapes on the grid into a quadrilateral, highlight the cells next to each shape which need changing to achieve this and change their colours to that of the colours of their respective shapes.",1.0,Correct - Intended
CompleteShape6.json,1,Copy from input so that the grid matches the input (6x6). The shapes fill to make 2 four-sided objects in this task. So fill each object with their corresponding colors so they make squares or rectangle shapes.,1.0,Correct - Intended
CompleteShape6.json,1,Keep grid and colors the same. Square the shapes off . Fill in the missin colors until you have created two rectangles,1.0,Correct - Intended
CompleteShape6.json,1,"The rule is that you should change the shapes to rectangles so for example the blue L hsape should be transformed into a blue rectangle, occupying the same position on the grid. Resize the grid to 6 x 6, then copy input to the grid using the copy input button. You should then use the edit buttion to select the colour of each L shape in turn, and fill in the gaps to make them into rectangles.",1.0,Correct - Intended
CompleteShape6.json,1,Turn your shape into a rectangle of solid colour using its current width and height as your guide,1.0,Correct - Intended
CompleteShape6.json,2,"Each image contains incomplete rectangle shapes. Copy the grid over, and complete the rectangle with its corresponding colors. If it's a blue ""L"" shape, use blue to complete the rectangle. ",1.0,Correct - Intended
CompleteShape6.json,2,"Copy the input, then fill in the shapes to become full squares or rectangles. ",1.0,Correct - Intended
CompleteShape6.json,2,"Same grid size. Replicate the objects seen in the input, in the same positions. Extend them to full rectangles and fill them in with their respective colours.",1.0,Correct - Intended
CompleteShape6.json,2,Copy over the grid and shapes. Add additional squares to turn the shapes into a four sided shape of the same colour. Use the least number of additional coloured squares as possible.,1.0,Correct - Intended
CompleteShape6.json,2,"Same grid size, and colours but complete figures to form rectangles or squares",1.0,Correct - Intended
CompleteShape6.json,2,Complete the puzzles by completing the squares or rectangles.,1.0,Correct - Intended
CompleteShape6.json,2,"Use the same dimensions as the demonstration/input. Objects in the solution must be complete squares/rectangles. Identify the objects in the input, and note that some grid squares need to be filled in using the same color as the original object to make it a square/rectangle. Without moving objects left/right, up/down, create exact copies of the original object but now as a completed square/rectangle. This will require you to ""add on"" colored squares to the original object to complete it. Do not add any grid squares that make the new square/rectangle longer or wider than the original object's longest and widest edge. Do not remove any squares from the original object - you are only adding grid squares to make the object a square/rectangle.",1.0,Correct - Intended
CompleteShape6.json,2,Keeping the same colour and grid size. Fill in the missing gaps to make the shape have 4 sides. ,1.0,Correct - Intended
CompleteShape6.json,3,"Make the grid size 10x10.  Then take the smallest connected group of one color and just copy that over (use the same color) in the same position in the 10x10 grid.  And then fill in only what the dimensions are.  So if the dimensions as a whole are 3x3, then fill in 3x3.",-2.0,Unclear
CompleteShape6.json,3,Use the same grid size as in the input. Fill empty spaces of object horizontally and vertically with same color as object.,1.0,Correct - Intended
CompleteShape6.json,3,Copy grid from square and fill in the black portions of each object.,1.0,Correct - Intended
CompleteShape6.json,3,"Using the same size grid as the first image, recreate the first image exactly, and then extend each of the shapes to form rectangles/squares. Round off these shapes at the furthest point they extend. Use the same colors for the corresponding shapes.",1.0,Correct - Intended
CompleteShape6.json,3,"Copy test input. if any objects are unusually shaped, make them into squares/rectangles, using the same colours.",1.0,Correct - Intended
CompleteShape6.json,3,"Keep cell size the same. Keep the colours the same as previous shapes. Fill in the shapes, so they become either squares or rectangles. As if you're filling in the missing pieces.",1.0,Correct - Intended
CompleteShape6.json,3,"use the same size grid as the input grid. fill in the ""gaps"" in the shape/shapes in the input grid to make a rectangle/square (depending on how the original shape was) use the same colour as the rest of the shape",1.0,Correct - Intended
CompleteShape6.json,3,resize grid to 10x10 and fill entire grid in pink.,-3.0,Literal
CompleteShape6.json,3,Keep grid size the same as input. Keep object colours the same and in the same position. Colour the squares in the same colour to transform the irregularly shaped object to either a square or rectangle,1.0,Correct - Intended
CompleteShape7.json,1,just copy the task and edit the color and fill the all boxes,-2.0,Unclear
CompleteShape7.json,1,Fill in the holes to make a square of the same color.,1.0,Correct - Intended
CompleteShape7.json,1,"There will be a pixelated shape in the input. Using the same size grid and colour, fill in the gaps of the input to make a square ",1.0,Correct - Intended
CompleteShape7.json,1,"Resize the grid to match the input size. The misses colours need to be filled in to match the input and create a square, leaving a border of black around the outside",1.0,Correct - Intended
CompleteShape7.json,1,Change the grid size to the same as the one shown.  Create a square of the same colour and size as the one shown by filling in the black squares.  Do not move the shape.,1.0,Correct - Intended
CompleteShape7.json,1,In this task i copy the input exactly and then fill in the gaps of the shape given to turn it into a square which is no bigger than the height and width of the original shape. ,1.0,Correct - Intended
CompleteShape7.json,1,"Use the same grid size as the size of the biggest object in the input. In your answer, the object should be added extra blocks to make it a solid square object while maintaining the original max length and width of the input block. Keep all colors same",1.0,Correct - Intended
CompleteShape7.json,2,"You will see an incomplete square. Keeping the colors and grid size the same, fill in the missing parts of the square.",1.0,Correct - Intended
CompleteShape7.json,2,,-1.0,Nonresponsive
CompleteShape7.json,2,Take the outline of the pattern and use the same color blocks to fill in all the black spots. make it fully solid of the same color. ,1.0,Correct - Intended
CompleteShape7.json,2,"Make the new grid the same size as the original. Using the same colors as the original, make a block that is filled in from each side and corner, one solid block, the same color as the shape in the original.. from the furthest left and right edges and top and bottom edges.",1.0,Correct - Intended
CompleteShape7.json,2,Copy the grid size. The picture should show a coloured shape that resembles a solid coloured square or rectangle with black blocks in an irregular pattern over the top. Remove these black blocks to create a solid coloured square or rectangle with a black border around it.,1.0,Correct - Intended
CompleteShape7.json,2,Copy the grid exactly. Copy the target exactly. Then fill in the smallest square possible that contains the target image. Use the same colour as the target image.,1.0,Correct - Intended
CompleteShape7.json,2,"grid remains same, blocks filled to make a square",1.0,Correct - Intended
CompleteShape7.json,3,Choose 'Copy from input' button. choose 'Select' and draw a box that contains the boundaries of the shape (but no further). Click on the color of the original shape. Click to the right of the grid to verify that the resulting box is the same color.,1.0,Correct - Intended
CompleteShape7.json,3,"Resize grid to the same size as the image. Transfer blue blocks to the same locations as in the image. In the new grid, use the blue color to complete the original object into a complete square shape. It should be a 4 by 4 square.",1.0,Correct - Intended
CompleteShape7.json,3,"Same grid size, fill in the black boxes to make a square from the existing colored boxes",1.0,Correct - Intended
CompleteShape8.json,1,"Use the same size grid as the input grid. The object in the upper right is the ""sample"" object. Do not include this object in your drawing. Using the same colors as the two objects to the left, make them look exactly like the sample object by filling them in.",1.0,Correct - Intended
CompleteShape8.json,1,Create a copy of the grey shape in the top right. Use the respective colors of the other unfinished shapes. Then remove the grey sample shape,1.0,Correct - Intended
CompleteShape8.json,1,"There are three colors in your initial grid. One gray object in the upper right hand corner, and a few squares of each of two other colors. You are going to recreate the grid exactly, then recreate the shape of the gray object where those colored squares are, but in those colors, not gray. You should have three identically sized and shaped objects, but in three different colors. Then turn the gray one black.",1.0,Correct - Intended
CompleteShape8.json,1,Copy input from grid. Use the select tool to copy the grey shape so that the two other coloured shapes are the same. Then use the edit tool to remove the grey shape. ,1.0,Correct - Intended
CompleteShape8.json,2,"Resize the grid to 10x10. There are multiple items in the input box. One item is gray. That item will not be reproduced, its purpose is to show the shape and size of the other items. The other items have some squares in the correct colors already filled in. There is only one way that the gray shape can be filled in using these predefined color squares. Using the same color as the predefined squares, complete the shape shown by the gray item.",1.0,Correct - Intended
CompleteShape8.json,2,"Identify the largest object.  Now, where there are seemingly random cells, add cells of the same colour to create copies of the large object.  Once the copies are created, change the cells of the original large object to black.",1.0,Correct - Intended
CompleteShape8.json,2,take the shape which is grey and remove this however with the colours are left make the shape of them the same as the orignial grey shape.  ,1.0,Correct - Intended
CompleteShape8.json,3,"Use the same grid size as the input. There will be one grey object, and two incomplete versions of the same shape in the input. In your answer, copy and finish the incomplete shapes using their existing colors, keeping them in the same position in the grid. Do not copy the grey object.",1.0,Correct - Intended
CompleteShape8.json,3,First recreate the grid input size And place the all coloured blocks as per the input grid except for the shape in the top right hand of the grid. It is this shape you will be recreating using the blocks already placed as a reference. Match the colour of the new shapes you draw to the blocks in the input grid. And start the top of the shapes using the blocks provided. ,1.0,Correct - Intended
CompleteShape8.json,3,"Copy from input, You are given a full shape as an example of what shapes you will be making. You are also given reference points for said shape. Using the correct corresponding colours of each reference point, recreate the shape given twice, each one should be a different colour. Use the edit option to do this. Then use the edit option to 'erase' the reference shape (fill it in with background colour, black) ",1.0,Correct - Intended
CompleteShape9.json,1,Nice,-1.0,Nonresponsive
CompleteShape9.json,1,Fill in the one grid space that is missing with the same color as the shape.,1.0,Correct - Intended
CompleteShape9.json,1,you just fill in the missing piece to make a full shape,1.0,Correct - Intended
CompleteShape9.json,1,Make your grid the same size.  Copy the colour and position of the shape and fill in the missing piece with that same colour.,1.0,Correct - Intended
CompleteShape9.json,1,"The coloured squares within the larger black squares should be transferred over to the new square exactly as they are, with the amount of blocks on both boards staying the same. However any black squares that break the coloured shape should be filled in to make a full shape, if there is the outline of a square with one square shaded black, the square should be completed. If a filled in square is missing one coloured square that is instead black, this should be coloured in.",1.0,Correct - Intended
CompleteShape9.json,1,"The rule here is that the missing brick in the shape is fixed and replaced. So for example, the original shape was missing a brick, so the 2nd shape would have that brick included

To recreate this what I did was copy the original shape. I then used the edit button and pressed the orange colour and filled in the missing block",1.0,Correct - Intended
CompleteShape9.json,1,the gride and shape retain the same size and shape. the individual unique black square in the shape colour is changed to macth.,1.0,Correct - Intended
CompleteShape9.json,1,"Use the same size grid as the test. Copy the large shape, keeping the same colors. The test shape will have 1 black square somewhere in the pattern. Simply fill that black square in as the same color as the rest of the shape",1.0,Correct - Intended
CompleteShape9.json,2,The should be a single square that is missing for the shape in the test input. Fill in the missing square with the same color square to form a symmetrical shape.,1.0,Correct - Intended
CompleteShape9.json,2,The rule here is to recreate the shape as per the input grid but to fill in the black 'missing' square so as to complete the shape. ,1.0,Correct - Intended
CompleteShape9.json,2,Fill up the object by applying/filling the same object colour to the only one black grid that appeared within the object.,1.0,Correct - Intended
CompleteShape9.json,2,"Take the original shape, and fill in the missing piece with the same color. ",1.0,Correct - Intended
CompleteShape9.json,2,Copy grid size. Copy shape and colour and fill in any empty squares inside the shape the same colour.,1.0,Correct - Intended
CompleteShape9.json,2,"use exact same grid with the shapes in the same spots, then fill in any hole or break in the shape with the same color",1.0,Correct - Intended
CompleteShape9.json,2,"Copy from input, Fill in the correct missing colour from the shape using the edit option.",1.0,Correct - Intended
CompleteShape9.json,2,Copy from input. Fill in the missing square with the correct colour using the edit option.,1.0,Correct - Intended
CompleteShape9.json,3,"Keep the grid the same size as the original. You have have some rectangle shapes on the grid. One square will appear out of place, fill that square with the appropriete color to complete the rectangle shapes so it all looks uniform.",1.0,Correct - Intended
CompleteShape9.json,3,Resize grid to same size as the image. Transfer the same image over to the new grid. Fill in the black square that makes the image complete. Use the same color.,1.0,Correct - Intended
CompleteShape9.json,3,Fill only the square to make the object complete.,1.0,Correct - Intended
CompleteShape9.json,3,"The shape needs completing. copy the grid across, all you need to do is fill in the square that has the missing colour. choose the select tool, choose the odd black square and make it the same colour as the shape. submit. ",1.0,Correct - Intended
CompleteShape9.json,3,"There is one black square disrupting the shape, copy everything from input which will all remain the same, then colour in the one missing(black) block to complete the shape.",1.0,Correct - Intended
CompleteShape9.json,3,Fill in the missing colour in the same colour as the shape to complete the image.,1.0,Correct - Intended
CompleteShape9.json,3,Use the same grid size as in the input. There will be one square that has not been completed. Please complete the object. and keep it's color the same,1.0,Correct - Intended
CompleteShape9.json,3,"Use the same size grid as original, recreate the shape in the same size and colour, any breaks in a contiguous shape and colour are filled in to create a shape without gaps",1.0,Correct - Intended
Copy1.json,1,nice.,-1.0,Nonresponsive
Copy1.json,1,The pattern that you will see will need to be copied exactly the same right next to itself. First copy the pattern exactly to the grid. Then change the grid size to twice as wide. Then follow the pattern from the first half of the grid to exactly duplicate it into the second blank half so there are two identical patterns side by side. ,1.0,Correct - Intended
Copy1.json,1,"Resize the grid so it is the same height, but twice the width. Copy the shape exactly, twice.  One shape to the left and one to the right.  The two shapes should touch.",1.0,Correct - Intended
Copy1.json,1,"The solution is to create a mirror image to the size of the input, double the width size of the grid and keep the height the same. Make the input shape and create an exact copy immediately next to it, keep the colours the same.",1.0,Correct - Intended
Copy1.json,1,"Set the grid dimensions to the same height as 1st example, but double the width. Recreate the image exactly as the first, and then with the remaining space, do it again. It should appear like the image is mirrored.",1.0,Correct - Intended
Copy1.json,1,"Copy the grid size, then increase the width of the grid by the same number again - so if the grid is originally 6 across x 3 down , make it 12 across x 3 down etc

In the new space, copy the initial pattern, so you have the same grid pattern replicated again to the right of the original shape, with no gaps in between. 

",1.0,Correct - Intended
Copy1.json,1,"Double the width of the grid, the put the exact same pattern in side by side.",1.0,Correct - Intended
Copy1.json,1,Double the width of the grid size. Mirror the object vertically directly from the middle of the new grid size. ,1.0,Correct - Intended
Copy1.json,2,In the empty box fill the another one .,-2.0,Unclear
Copy1.json,2,"Double the width of the Test input grid, but keep the same height. The initial object should be duplicated along the width of the grid, next to each other.",1.0,Correct - Intended
Copy1.json,2,"Resize the grid to a height of 2 and width of 10. Then ""select"" each cell and click the magenta color at the bottom. Then click 'flood fill' and select any box to fill in the entire grid magenta.",-3.0,Literal
Copy1.json,2,Copy the shape directly to the right of the original so that there are two of the same and shrink the grid so that shape fills it.,-3.0,Literal
Copy1.json,2,Replicate the test grid input by the right without any grid space. The grid height and width should be exactly times two the test grid input so that both can fit in equally. Colour remain thesame as it should be an exact replica ,1.0,Correct - Intended
Copy1.json,2,set grid to 2 x 10 and fill with purple colour,-3.0,Literal
Copy1.json,2,"The examples showed the pattern/ cells that were coloured, were duplicated horizontally.",1.0,Correct - Intended
Copy1.json,3,"Double the width of the original input to find the width of the solution; the height remains the same. In the new grid, draw the sample input, then draw another next to it so that you have created a duplicate of the input side by side. The shape and color remain the same, just repeated.",1.0,Correct - Intended
Copy1.json,3,"The grid height stays the same, and the width doubles. Mirror the original shape right next to it so there are no gaps between the shapes. ",1.0,Correct - Intended
Copy1.json,3,"Use a grid size double the width of the input, keeping the same height. There will be a design taking up the entire input grid. Double this design in your answer, side by side like mirror images, keeping the colors the same.",1.0,Correct - Intended
Copy1.json,3,Double the original shape. Make a copy to the right of the original ,1.0,Correct - Intended
Copy1.json,3,"Keep the grid height the same, but double the width of the test image. For this one simply recreate the pattern of the test image on the left hand side of the target grid, then recreate the same pattern directly next to it within the same grid. The final grid should be a mirror image ",1.0,Correct - Intended
Copy1.json,3,Observe the task demonstration. keep the same grid size as in the input. Observe the object and invert it. Keep the colour of the invert the same as in the input.,0.0,Incorrect
Copy10.json,1,GOOD,-1.0,Nonresponsive
Copy10.json,1,,-1.0,Nonresponsive
Copy10.json,1,We first set the dimensions of the grid to the exact specifications as the task we are given. We are given two objects in the grid. We must fill them in exactly as they as so in our case we filled a orange rectangle on the left part of the screen that was encased in a pink box. The object to the right of is two pixels to the left and is only just a orange rectangle that is the exact dimensions of the one to the left. We then trace in the same pixels of pick around the orange rectangle for the object on the left so that it is a mirror image of the object on the left. We are left with two identical objects in the grid.,-3.0,Literal
Copy10.json,1,copy the input grid over and then add the second second colour blocks around the central shape so that there are two identical arrangement on the grid,1.0,Correct - Intended
Copy10.json,1,"Copy from input; Add the additional colors/blocks that is missing from the 2 objects, One will have an extra color or border; Basically make sure the object is mirrored.",1.0,Correct - Intended
Copy10.json,1,"Same grid size, replicate the shapes but add a border as shown on one of the shapes, to the other shape. use the same size and colours and keep background black.",1.0,Correct - Intended
Copy10.json,1,"Copy from input and then make the shape on the right look exactly the same as the shape on the left. In this case, you would put a purple border around the rectangle on the right.",1.0,Correct - Intended
Copy10.json,1,"copy from example
draw a pink outline around the rectangle on the right side (match the left rectangle exactly)",-3.0,Literal
Copy10.json,1,Develop the same shape of the block of same color around the single block whilst making the single block the center of the shape.,1.0,Correct - Intended
Copy10.json,1,Make the 2 blocks equal by adding a ring of blocks to the block without boundaries.,1.0,Correct - Intended
Copy10.json,2,,-1.0,Nonresponsive
Copy10.json,2,"Copy the original input and add a ""frame"" to the bottom object so that it matches the top object in matching colors.",1.0,Correct - Intended
Copy10.json,2,by quick decision making. ,-1.0,Nonresponsive
Copy10.json,2,"Copy the input image (same size, shapes, and colors) to the answer grid. ""Complete"" the second figure in the answer grid by replicating the border around the first shape. The completed product should be two exact copies of the same figure (inner shape and border).",1.0,Correct - Intended
Copy10.json,2,Same grid size. Replicate the images as shown size and colour wise. The second image does not have a border. Add the border for both images using the colours shown and keep the background black,1.0,Correct - Intended
Copy10.json,2,"You have two shapes: One with a border and one without. The rule for this puzzle is to simply add the border on the shape without one, matching the color and pattern ",1.0,Correct - Intended
Copy10.json,2,"Copy the input grid. Colour in the outside of the image that has no border in with the same colours and boxes that its other example is. Essentially, try and mirror the two images.",1.0,Correct - Intended
Copy10.json,2,"Use the same grid size as the input. There will be one object in the input, in your answer, let the shape of the object matches the input in size and shape ( keep its colour the same).",-2.0,Unclear
Copy10.json,3,,-1.0,Nonresponsive
Copy10.json,3,"Make the grid size the same as the test grid size. There will be two similar objects, with one object surrounded by a colored pattern. Surround the second object with the same colored pattern.",1.0,Correct - Intended
Copy10.json,3,Copy the input grid. Then draw the same-colored border and shape around the second object that is present on the first object in the initial input.,1.0,Correct - Intended
Copy10.json,3,"With the same size grid, envelop the open shape the same way the closed shape is already enveloped. ",1.0,Correct - Intended
Copy10.json,3,Copy the outline of the object on the left to the one on the right.,1.0,Correct - Intended
Copy10.json,3,"Resize the grid to the same size as input, copy the shapes size and colour and if the first shape has a border, copy that same border around the second shape.",1.0,Correct - Intended
Copy2.json,1,Change the grid size to the size of the one in the task (12x12). Then copy the green and red shape into the gap in the centre of the square/rectangle. Don't make any other changes. ,1.0,Correct - Intended
Copy2.json,1,Adjust the dimensions to be the same as shown in the test. Move the smaller shape into the bigger shape and complete as normal,1.0,Correct - Intended
Copy2.json,1,"Copy from input, Think about moving the image above the empty square to the inside of the square. Do this by perfectly selecting the image above the blue empty square using the select option, then clicking c , click the top left empty square inside the blue square and press v",1.0,Correct - Intended
Copy2.json,1,Copy from input. Recreate the pattern on the right on the inside of the light-blue box. ,1.0,Correct - Intended
Copy2.json,1,"Keep grid the same (Copy input), but duplicate the top-left pattern inside the blue box, so that there's two (original pattern, plus the one in the box)",1.0,Correct - Intended
Copy2.json,1,Keep the input grid the same size as the test site. Put the shape in the top left inside the square at the bottom right. Keep the colours the same.,1.0,Correct - Intended
Copy2.json,2,"Reduplicate the smaller image inside the larger one, and keep the smaller one in its place as well",1.0,Correct - Intended
Copy2.json,2,"Resize the grid dimensions to match the input. Start by copying the diagram exactly from the input to the new grid. Then draw the shape on the top, inside the shape on the bottom. ",1.0,Correct - Intended
Copy2.json,2,"Apply the same object shown outside the ""box"" object to the black grid in the ""box"" object. In this case, copy and paste the same object from the input grid and paste it into the ""box"" object.",1.0,Correct - Intended
Copy2.json,2,Copy the shape in the top left inside the blue box identically.,1.0,Correct - Intended
Copy2.json,2,"In a grid of the same size as the Test Subject, copy the Test Subect over.

Then, copy the smaller shape into the centre of the larger shape. KEEP the smaller shape from its original position. Keep the same colours, the shapes should not intersect or override eachother.
",-2.0,Unclear
Copy2.json,2,Make the grid the same height and width as the original. Copy the shapes using the same location on the grid and the same colors. Then copy the smaller shape on the top inside the open box shape.,1.0,Correct - Intended
Copy2.json,2,copy the shape thats outside the square and put it inside of it in the grid,1.0,Correct - Intended
